id	chr	start	end	strand	parent	fraction	identity	e-value	class	families
PGOHUM00000241397	X	73595963	73596720	-	ENSP00000369757	1.0	0.813	0.0	Processed	PF01092;
PGOHUM00000241398	X	73616707	73619385	-	ENSP00000260045	1.0	0.88	0.0	Duplicated	PF05485;PF05699;
PGOHUM00000241399	X	73692853	73693788	-	ENSP00000333504	1.0	0.829	0.0	Processed	PF00076;
PGOHUM00000241401	X	74546610	74547812	-	ENSP00000388913	1.0	0.916	0.0	Processed	PF00249;PF08558;
PGOHUM00000241403	X	74960669	74961724	-	ENSP00000393681	1.0	0.91	0.0	Duplicated	PF00097;
PGOHUM00000241404	X	75470626	75472195	-	ENSP00000420174	0.98	0.651	0.0	Processed	PF00429;
PGOHUM00000241405	X	75555243	75556244	-	ENSP00000229319	1.0	0.865	0.0	Processed	PF00056;PF02866;
PGOHUM00000241406	X	75875906	75877136	-	ENSP00000231526	1.0	0.508	0.0	Processed	PF06159;
PGOHUM00000241407	X	77421193	77425634	-	ENSP00000338579	0.26	0.6	1.0E-10	Duplicated	PF00041;
PGOHUM00000241409	X	77809907	77810257	-	ENSP00000326473	0.81	0.551	7.0E-14	Processed	PF00179;
PGOHUM00000241416	X	82814904	82815320	-	ENSP00000370222	1.0	0.723	3.0E-18	Processed	PF05348;
PGOHUM00000241417	X	83003833	83005109	-	ENSP00000276603	0.98	0.928	0.0	Processed	PF00249;PF08558;
PGOHUM00000241422	X	85321233	85321472	-	ENSP00000347988	0.86	0.48	5.0E-11	Processed	PF04716;
PGOHUM00000241424	X	85383898	85384592	-	ENSP00000312304	1.0	0.709	1.0E-31	Processed	PF05724;
PGOHUM00000241425	X	85415238	85416363	-	ENSP00000330054	0.79	0.845	0.0	Processed	PF00009;PF03143;PF03144;
PGOHUM00000241432	X	87316567	87317842	-	ENSP00000296582	1.0	0.765	0.0	Processed	PF03619;
PGOHUM00000241433	X	87351395	87352246	-	ENSP00000263168	1.0	0.878	0.0	Processed	PF01267;
PGOHUM00000241438	X	89294208	89295736	-	ENSP00000389932	0.9	0.893	0.0	Processed	PF00035;
PGOHUM00000241441	X	89544538	89544966	-	ENSP00000360739	1.0	0.837	3.0E-28	Processed	PF00179;
PGOHUM00000241443	X	91237654	91238507	-	ENSP00000361686	0.97	0.681	0.0	Processed	PF01459;
PGOHUM00000241444	X	91368244	91369460	-	ENSP00000293831	1.0	0.956	0.0	Processed	PF00270;PF00271;
PGOHUM00000250054	X	91931493	91931953	-	ENSP00000350750	1.0	0.857	0.0	Processed	PF00467;
PGOHUM00000241447	X	92477220	92480014	-	ENSP00000262325	1.0	0.909	0.0	Processed	PF01602;PF02883;PF02985;PF09066;
PGOHUM00000241448	X	92542735	92543758	-	ENSP00000216218	1.0	0.873	0.0	Processed	PF00515;PF07719;
PGOHUM00000241449	X	92643083	92644497	-	ENSP00000326858	1.0	0.708	0.0	Processed	PF05761;
PGOHUM00000241453	X	94934132	94934650	-	ENSP00000339095	0.88	0.764	0.0	Processed	PF01251;
PGOHUM00000241457	X	97231315	97233640	-	ENSP00000290158	0.94	0.585	0.0	Processed	PF00514;PF02985;PF03810;
PGOHUM00000241459	X	98974481	98976156	-	ENSP00000384104	1.0	0.832	0.0	Processed	PF02735;PF03730;PF03731;
PGOHUM00000241460	X	99141739	99142958	-	ENSP00000305595	1.0	0.777	0.0	Processed	PF01762;
PGOHUM00000241461	X	99404783	99406375	-	ENSP00000260327	1.0	0.79	0.0	Duplicated	PF03031;
PGOHUM00000241462	X	99410884	99411772	-	ENSP00000346598	1.0	0.932	0.0	Processed	PF00318;
PGOHUM00000250056	X	100055291	100055773	-	ENSP00000419425	0.99	0.817	3.00018E-42	Processed	PF00160;
PGOHUM00000241465	X	100110355	100111369	-	ENSP00000333504	0.92	0.89	0.0	Duplicated	PF00076;
PGOHUM00000241466	X	100142630	100143580	-	ENSP00000333504	1.0	0.9	0.0	Processed	PF00076;
PGOHUM00000241469	X	100698701	100699154	-	ENSP00000419425	0.93	0.778	0.0	Processed	PF00160;
PGOHUM00000241470	X	100792470	100794264	-	ENSP00000295797	1.0	0.935	0.0	Processed	PF00069;PF00130;PF00433;PF00564;
PGOHUM00000241472	X	101033855	101035513	-	ENSP00000368226	1.0	0.987	0.0	Processed	PF00370;PF02782;
PGOHUM00000241474	X	101263500	101264016	-	ENSP00000354665	0.99	0.483	3.0E-13	Processed	PF00499;
PGOHUM00000241478	X	101870415	101870747	-	ENSP00000355657	0.85	0.661	9.0E-19	Processed	PF00125;
PGOHUM00000241480	X	102461031	102461827	-	ENSP00000410848	1.0	0.71	0.0	Processed	PF00318;
PGOHUM00000241481	X	102513498	102514246	-	ENSP00000259727	0.73	0.593	6.02558E-44	Processed	PF00478;
PGOHUM00000241483	X	103159260	103159661	-	ENSP00000354723	0.81	0.563	2.0E-33	Processed	PF00125;
PGOHUM00000241486	X	103317124	103317600	-	ENSP00000354723	0.9	0.667	0.0	Processed	PF00125;
PGOHUM00000241487	X	103891900	103892681	-	ENSP00000300408	0.96	0.877	0.0	Processed	PF01145;
PGOHUM00000241494	X	106594883	106596072	-	ENSP00000369127	1.0	0.912	0.0	Processed	PF00226;PF00684;PF01556;
PGOHUM00000241495	X	107182495	107182872	-	ENSP00000202834	1.0	0.752	1.0E-23	Processed	PF05915;
PGOHUM00000241496	X	110473086	110474277	-	ENSP00000277865	0.75	0.544	0.0	Processed	PF00208;PF02812;
PGOHUM00000241497	X	110862908	110864717	-	ENSP00000396578	1.0	0.945	0.0	Processed	PF00076;
PGOHUM00000241498	X	110867441	110867948	-	ENSP00000222247	0.97	0.853	0.0	Processed	PF01775;
PGOHUM00000241500	X	111563178	111563700	-	ENSP00000365838	0.93	0.542	5.99756E-43	Processed	PF00046;
PGOHUM00000241502	X	114009390	114011334	-	ENSP00000227378	1.0	0.845	0.0	Processed	PF00012;
PGOHUM00000241505	X	114658525	114660065	-	ENSP00000301071	0.87	0.79	0.0	Duplicated	PF00091;PF03953;
PGOHUM00000241507	X	115238171	115239452	-	ENSP00000402540	0.95	0.944	0.0	Processed	PF05918;
PGOHUM00000241508	X	115803782	115812241	-	ENSP00000360967	0.43	0.91	3.0E-21	Duplicated	PF00209;
PGOHUM00000241514	X	118320374	118320787	-	ENSP00000295087	0.78	0.836	0.0	Processed	PF00025;PF00071;PF08477;
PGOHUM00000241519	X	119344498	119346561	-	ENSP00000330054	0.92	0.79	0.0	Duplicated	PF00009;PF03143;PF03144;
PGOHUM00000241521	X	120002462	120003659	-	ENSP00000302886	1.0	0.875	0.0	Processed	PF00557;
PGOHUM00000241524	X	120337468	120338868	-	ENSP00000376526	0.95	0.889	0.0	Processed	PF00012;
PGOHUM00000241528	X	123306932	123308348	-	ENSP00000303820	1.0	0.6	0.0	Duplicated	PF00096;PF01352;
PGOHUM00000241529	X	123338590	123339656	-	ENSP00000364805	0.39	0.65	0.0	Duplicated	PF00012;
PGOHUM00000241530	X	123822360	123822688	-	ENSP00000348849	0.99	0.632	3.0E-20	Processed	PF01283;
PGOHUM00000241531	X	124460749	124461870	-	ENSP00000364921	1.0	0.845	0.0	Processed	PF00412;
PGOHUM00000241536	X	127261066	127262190	-	ENSP00000360165	1.0	0.766	0.0	Processed	PF00022;
PGOHUM00000241538	X	127972419	127972819	-	ENSP00000380156	1.0	0.541	9.0E-17	Processed	PF01655;
PGOHUM00000241542	X	130458374	130459260	-	ENSP00000318997	0.92	0.432	0.0	Processed	PF00001;
PGOHUM00000241543	X	130475563	130476351	-	ENSP00000348449	0.89	0.4	9.0E-23	Processed	PF00001;
PGOHUM00000250059	X	130532041	130532940	-	ENSP00000303864	0.96	0.443	1.0E-39	Processed	PF00001;
PGOHUM00000241549	X	131264117	131265380	-	ENSP00000347581	1.0	0.87	0.0	Processed	PF00781;
PGOHUM00000241550	X	132041301	132041603	-	ENSP00000311027	0.94	0.712	2.0E-21	Processed	PF00583;
PGOHUM00000241551	X	132275503	132278682	-	ENSP00000368667	0.78	0.48	8.0E-19	Duplicated	PF00013;PF00270;PF00271;
PGOHUM00000250060	X	134095761	134096338	-	ENSP00000405601	1.0	0.886	0.0	Processed	PF00505;
PGOHUM00000241553	X	134209041	134210802	-	ENSP00000375887	0.97	0.53	0.0	Duplicated	PF00076;
PGOHUM00000241561	X	134718204	134719085	-	ENSP00000411086	1.0	0.75	0.0	Duplicated	PF02198;
PGOHUM00000241567	X	134899165	134900630	-	ENSP00000307423	0.62	0.61	9.0E-22	Duplicated	PF05060;
PGOHUM00000241569	X	135179662	135180507	-	ENSP00000370936	1.0	0.551	0.0	Processed	PF02319;
PGOHUM00000241571	X	135889385	135890048	-	ENSP00000376176	0.93	0.803	0.0	Processed	PF00071;PF08477;
PGOHUM00000241573	X	136065431	136067864	-	ENSP00000326261	0.9	0.859	0.0	Processed	PF01480;
PGOHUM00000241574	X	136523435	136523995	-	ENSP00000249071	0.97	0.861	0.0	Processed	PF00071;PF08477;
PGOHUM00000241575	X	137569827	137571071	-	ENSP00000293308	0.87	0.692	0.0	Processed	PF00038;
PGOHUM00000241576	X	139553034	139553439	-	ENSP00000346045	1.0	0.735	4.0E-36	Processed	PF00833;
PGOHUM00000241577	X	140357479	140358338	-	ENSP00000339090	0.9	0.869	0.0	Processed	PF00076;
PGOHUM00000241578	X	141235626	141236628	-	ENSP00000244096	0.89	0.499	0.0	Processed	PF01454;
PGOHUM00000241579	X	141260655	141261775	-	ENSP00000354660	1.0	0.754	0.0	Processed	PF01454;
PGOHUM00000241580	X	141262615	141283787	-	ENSP00000298296	0.52	0.44	7.0E-24	Duplicated	PF01454;
PGOHUM00000241581	X	141282289	141283276	-	ENSP00000386566	0.99	0.665	0.0	Processed	PF01454;
PGOHUM00000241593	X	148730846	148731851	-	ENSP00000328177	0.85	0.626	0.0	Processed	PF01454;
PGOHUM00000241598	X	150394704	150396187	-	ENSP00000336894	1.0	0.881	0.0	Processed	PF04902;PF04904;PF04905;
PGOHUM00000241600	X	151213882	151214665	-	ENSP00000410848	1.0	0.721	0.0	Processed	PF00318;
PGOHUM00000241601	X	151283080	151284012	-	ENSP00000329199	1.0	0.679	0.0	Processed	PF01454;
PGOHUM00000241604	X	151953177	151954074	-	ENSP00000392941	0.86	0.631	0.0	Processed	PF01454;
PGOHUM00000241618	X	154137159	154147378	-	ENSP00000330054	0.85	0.71	5.60519E-45	Duplicated	PF00009;PF03143;PF03144;
PGOHUM00000241621	X	154519649	154520710	-	ENSP00000321058	0.95	0.87	0.0	Processed	PF00241;
PGOHUM00000241622	X	155058248	155059239	-	ENSP00000357880	0.99	0.822	0.0	Processed	PF01536;
PGOHUM00000241623	X	155208660	155208990	-	ENSP00000284811	1.0	0.723	3.0E-23	Processed	PF03931;
PGOHUM00000241626	X	155256053	155256504	-	ENSP00000384703	0.13	0.76	1.0E-28	Duplicated	PF06733;
PGOHUM00000241628	X	3285190	3286423	+	ENSP00000253004	1.0	0.833	0.0	Processed	PF00764;
PGOHUM00000241629	X	3635190	3635504	+	ENSP00000408482	1.0	0.887	1.0E-30	Processed	PF00240;
PGOHUM00000241630	X	3871097	3871463	+	ENSP00000419179	1.0	0.74	7.0E-35	Processed	PF01246;
PGOHUM00000241631	X	5087553	5088686	+	ENSP00000354554	0.99	0.718	0.0	Processed	PF00032;PF00033;
PGOHUM00000241632	X	6907370	6907818	+	ENSP00000272317	0.99	0.76	2.0E-39	Processed	PF00240;PF01599;
PGOHUM00000241633	X	9370791	9372839	+	ENSP00000380718	0.99	0.73	0.0	Duplicated	PF00378;PF00385;
PGOHUM00000241634	X	9373009	9373770	+	ENSP00000380716	0.69	0.62	0.0	Duplicated	PF00378;
PGOHUM00000241635	X	9374059	9374815	+	ENSP00000380716	0.69	0.61	0.0	Duplicated	PF00378;
PGOHUM00000241636	X	9374985	9375746	+	ENSP00000380716	0.69	0.62	4.06377E-44	Duplicated	PF00378;
PGOHUM00000241637	X	9375916	9376677	+	ENSP00000380716	0.69	0.61	1.0E-38	Duplicated	PF00378;
PGOHUM00000241638	X	9376853	9377608	+	ENSP00000380716	0.69	0.62	9.94922E-44	Duplicated	PF00378;
PGOHUM00000241639	X	9377778	9378539	+	ENSP00000380716	0.69	0.62	1.4013E-45	Duplicated	PF00378;
PGOHUM00000241640	X	9378828	9379584	+	ENSP00000380716	0.69	0.64	0.0	Duplicated	PF00378;
PGOHUM00000241642	X	9380805	9381561	+	ENSP00000380716	0.69	0.63	0.0	Duplicated	PF00378;
PGOHUM00000241643	X	9381850	9382606	+	ENSP00000380716	0.69	0.63	0.0	Duplicated	PF00378;
PGOHUM00000241646	X	12843960	12844952	+	ENSP00000261479	0.96	0.79	6.0E-23	Duplicated	PF00227;
PGOHUM00000241647	X	13592850	13593182	+	ENSP00000287038	0.97	0.784	8.0E-30	Processed	PF01248;
PGOHUM00000241648	X	14262390	14263078	+	ENSP00000386788	1.0	0.961	0.0	Processed	PF00179;
PGOHUM00000250066	X	15699176	15706980	+	ENSP00000417553	0.83	0.85	4.0E-34	Duplicated	PF00194;
PGOHUM00000241655	X	17300668	17301188	+	ENSP00000391494	0.95	0.772	1.0E-35	Processed	PF00385;PF01393;
PGOHUM00000241656	X	17951735	17952940	+	ENSP00000356150	0.95	0.526	0.0	Processed	PF02201;
PGOHUM00000241658	X	18553188	18554268	+	ENSP00000282561	1.0	0.649	0.0	Processed	PF00029;PF03508;
PGOHUM00000241663	X	22453715	22454932	+	ENSP00000384369	1.0	0.893	0.0	Processed	PF01795;
PGOHUM00000241665	X	23369130	23369567	+	ENSP00000278483	0.74	0.877	0.0	Processed	PF05603;
PGOHUM00000241667	X	24531524	24531799	+	ENSP00000400591	1.0	0.734	6.0E-20	Processed	PF01423;
PGOHUM00000241668	X	24650363	24650715	+	ENSP00000375736	1.0	0.659	2.0E-16	Processed	PF00125;
PGOHUM00000241669	X	24700026	24700748	+	ENSP00000377865	0.99	0.73	3.0E-17	Duplicated	PF00238;
PGOHUM00000241672	X	26178718	26179938	+	ENSP00000368320	1.0	0.803	0.0	Processed	PF01454;
PGOHUM00000241674	X	26217940	26218776	+	ENSP00000382867	0.89	0.412	2.0E-32	Processed	PF01454;
PGOHUM00000241675	X	26241769	26242725	+	ENSP00000355198	0.92	0.505	0.0	Processed	PF01454;
PGOHUM00000241677	X	26515053	26523720	+	ENSP00000318884	0.48	0.62	3.0E-32	Duplicated	PF02181;PF06346;
PGOHUM00000241678	X	26575792	26576433	+	ENSP00000357556	0.99	0.645	0.0	Processed	PF00046;
PGOHUM00000241680	X	26766377	26767201	+	ENSP00000378452	0.84	0.864	0.0	Processed	PF02178;
PGOHUM00000241682	X	27536001	27537882	+	ENSP00000342830	0.89	0.92	0.0	Duplicated	PF00373;PF00769;
PGOHUM00000241683	X	27759560	27759832	+	ENSP00000268607	0.9	0.643	6.0E-15	Processed	PF02991;
PGOHUM00000241684	X	27765013	27766905	+	ENSP00000405222	1.0	0.763	0.0	Processed	PF00400;
PGOHUM00000241685	X	27830001	27831032	+	ENSP00000314543	0.99	0.568	0.0	Processed	PF01454;
PGOHUM00000241686	X	27850292	27851327	+	ENSP00000314543	0.99	0.535	0.0	Processed	PF01454;
PGOHUM00000241687	X	27872440	27873470	+	ENSP00000368266	0.99	0.529	0.0	Processed	PF01454;
PGOHUM00000241688	X	27882011	27882498	+	ENSP00000378426	1.0	0.854	0.0	Processed	PF07884;
PGOHUM00000241689	X	30227504	30228355	+	ENSP00000244096	0.74	0.418	4.00001E-41	Processed	PF01454;
PGOHUM00000250067	X	30635571	30635807	+	ENSP00000311083	1.0	0.949	6.0E-33	Processed	PF01111;
PGOHUM00000241690	X	30648415	30648939	+	ENSP00000366525	1.0	0.897	0.0	Processed	PF00210;
PGOHUM00000241691	X	32224022	32224852	+	ENSP00000296930	0.98	0.885	0.0	Processed	PF03066;
PGOHUM00000241692	X	33059512	33059835	+	ENSP00000369736	1.0	0.972	7.0E-32	Processed	PF02970;
PGOHUM00000241693	X	33429088	33430287	+	ENSP00000333298	0.97	0.505	0.0	Processed	PF01299;
PGOHUM00000241694	X	34165157	34165697	+	ENSP00000273550	0.98	0.656	0.0	Processed	PF00210;
PGOHUM00000241695	X	34405839	34406554	+	ENSP00000350877	0.95	0.58	2.0E-18	Duplicated	PF00076;
PGOHUM00000241697	X	35077083	35078090	+	ENSP00000314543	0.96	0.519	0.0	Processed	PF01454;
PGOHUM00000241698	X	35644247	35645083	+	ENSP00000349156	0.91	0.694	0.0	Processed	PF03145;
PGOHUM00000241699	X	35729067	35729975	+	ENSP00000382867	0.94	0.505	1.0E-39	Processed	PF01454;
PGOHUM00000241700	X	35759713	35762988	+	ENSP00000355237	0.79	0.41	3.0E-35	Duplicated	PF00069;PF00130;PF00169;PF00433;PF00780;PF00786;PF08826;
PGOHUM00000241701	X	35779616	35780601	+	ENSP00000380406	0.98	0.668	3.0E-36	Processed	PF00125;PF00808;
PGOHUM00000241702	X	35883628	35887649	+	ENSP00000355237	0.45	0.51	0.0	Duplicated	PF00069;PF00130;PF00169;PF00433;PF00780;PF00786;PF08826;
PGOHUM00000241703	X	36229231	36229849	+	ENSP00000343040	0.96	0.817	0.0	Processed	PF00505;
PGOHUM00000241709	X	37351295	37351798	+	ENSP00000273550	0.92	0.661	0.0	Processed	PF00210;
PGOHUM00000241710	X	37364587	37365110	+	ENSP00000273550	0.96	0.674	0.0	Processed	PF00210;
PGOHUM00000241714	X	38338498	38339163	+	ENSP00000369026	0.95	0.761	0.0	Processed	PF00240;PF02179;
PGOHUM00000241715	X	39724678	39725139	+	ENSP00000270625	0.99	0.821	0.0	Processed	PF00366;
PGOHUM00000241717	X	40482842	40483108	+	ENSP00000354223	0.82	0.663	2.0E-29	Processed	PF03650;
PGOHUM00000241718	X	40617734	40618299	+	ENSP00000365838	1.0	0.749	0.0	Processed	PF00046;
PGOHUM00000241719	X	40693792	40695279	+	ENSP00000255977	0.97	0.87	0.0	Duplicated	PF00097;PF00642;
PGOHUM00000241720	X	40767240	40767641	+	ENSP00000380156	0.99	0.843	0.0	Processed	PF01655;
PGOHUM00000241722	X	41607466	41607858	+	ENSP00000318646	1.0	0.833	1.0E-37	Processed	PF00410;
PGOHUM00000241725	X	43888579	43890164	+	ENSP00000253363	1.0	0.921	0.0	Processed	PF00076;
PGOHUM00000241726	X	44143192	44145489	+	ENSP00000287652	0.98	0.542	0.0	Processed	PF01026;
PGOHUM00000241730	X	44508375	44508962	+	ENSP00000225430	1.0	0.806	0.0	Processed	PF01280;
PGOHUM00000241731	X	44600333	44601207	+	ENSP00000346067	1.0	0.953	0.0	Processed	PF00318;
PGOHUM00000241732	X	45590324	45591180	+	ENSP00000304898	1.0	0.725	0.0	Processed	PF05644;
PGOHUM00000241734	X	45772553	45773309	+	ENSP00000244020	0.75	0.806	2.0E-22	Processed	PF00076;
PGOHUM00000241735	X	45842800	45843803	+	ENSP00000396184	0.78	0.762	0.0	Processed	PF00038;
PGOHUM00000241737	X	47581731	47585331	+	ENSP00000285106	0.66	0.59	7.0E-25	Duplicated	PF00628;PF02008;
PGOHUM00000241739	X	47662695	47664185	+	ENSP00000396211	1.0	0.948	0.0	Processed	PF02205;
PGOHUM00000241740	X	48017594	48024413	+	ENSP00000312415	0.91	0.66	3.0E-21	Duplicated	PF01352;
PGOHUM00000241741	X	48056657	48058510	+	ENSP00000357838	0.87	0.82	4.0E-35	Duplicated	PF00202;
PGOHUM00000241743	X	48104314	48105181	+	ENSP00000357838	0.41	0.81	1.0E-14	Duplicated	PF00202;
PGOHUM00000241744	X	48138859	48141303	+	ENSP00000357838	1.0	0.83	2.0E-30	Duplicated	PF00202;
PGOHUM00000241745	X	48166037	48168490	+	ENSP00000357838	1.0	0.8	1.0E-34	Duplicated	PF00202;
PGOHUM00000241748	X	48216560	48218927	+	ENSP00000357838	1.0	0.83	2.0E-29	Duplicated	PF00202;
PGOHUM00000241750	X	48273892	48274758	+	ENSP00000357838	0.41	0.85	6.0E-37	Duplicated	PF00202;
PGOHUM00000241752	X	49644605	49646188	+	ENSP00000261497	0.98	0.815	0.0	Processed	PF00443;PF02148;
PGOHUM00000241754	X	50648438	50648842	+	ENSP00000254810	0.99	0.926	0.0	Processed	PF00125;
PGOHUM00000241755	X	50825663	50834086	+	ENSP00000340296	0.51	0.72	2.0E-20	Duplicated	PF00501;
PGOHUM00000241759	X	51453608	51454384	+	ENSP00000299736	0.99	0.542	0.0	Processed	PF04828;
PGOHUM00000241767	X	52270117	52271232	+	ENSP00000199814	0.9	0.566	0.0	Processed	PF00076;PF00642;
PGOHUM00000241771	X	52555983	52557098	+	ENSP00000199814	0.9	0.566	0.0	Processed	PF00076;PF00642;
PGOHUM00000241776	X	52641707	52642576	+	ENSP00000357838	0.41	0.81	1.0E-32	Duplicated	PF00202;
PGOHUM00000241777	X	52684257	52686308	+	ENSP00000357838	1.0	0.83	7.0E-35	Duplicated	PF00202;
PGOHUM00000241779	X	52736652	52738985	+	ENSP00000357838	1.0	0.83	2.0E-34	Duplicated	PF00202;
PGOHUM00000250074	X	52781978	52782381	+	ENSP00000312415	0.36	0.88	4.0E-15	Duplicated	PF01352;
PGOHUM00000241782	X	52799855	52800149	+	ENSP00000271638	0.99	0.673	5.0E-22	Processed	PF00036;PF01023;
PGOHUM00000241784	X	53352149	53353016	+	ENSP00000346067	1.0	0.766	0.0	Processed	PF00318;
PGOHUM00000241787	X	53852379	53852804	+	ENSP00000295491	0.99	0.887	0.0	Processed	PF01084;
PGOHUM00000241788	X	54173799	54174086	+	ENSP00000274242	0.99	0.663	4.0E-27	Processed	PF01907;
PGOHUM00000241790	X	54698419	54699068	+	ENSP00000412189	0.88	0.722	0.0	Processed	PF00300;
PGOHUM00000250075	X	54955033	54957450	+	ENSP00000364181	0.78	0.999	0.0	Processed	PF01454;
PGOHUM00000241796	X	55308296	55309280	+	ENSP00000289619	0.61	0.93	1.0E-16	Duplicated	PF05831;
PGOHUM00000241798	X	55987641	55988912	+	ENSP00000245206	1.0	0.779	0.0	Processed	PF00155;
PGOHUM00000241800	X	57255494	57255848	+	ENSP00000365963	0.92	0.492	3.0E-13	Processed	PF07491;
PGOHUM00000241801	X	57792752	57793699	+	ENSP00000233114	0.97	0.721	0.0	Processed	PF00056;PF02866;
PGOHUM00000241802	X	58011060	58012564	+	ENSP00000404011	1.0	0.789	0.0	Processed	PF00038;
PGOHUM00000241803	X	61998720	61999798	+	ENSP00000260956	1.0	0.809	0.0	Processed	PF00076;PF05383;PF08777;
PGOHUM00000241804	X	62061982	62062975	+	ENSP00000354687	1.0	0.568	7.0E-31	Processed	PF00146;
PGOHUM00000241806	X	62306541	62308122	+	ENSP00000420174	1.0	0.634	0.0	Processed	PF00429;
PGOHUM00000241808	X	62986755	62987214	+	ENSP00000338516	1.0	0.821	0.0	Processed	PF01849;
PGOHUM00000241809	X	63264124	63265156	+	ENSP00000313199	1.0	0.803	0.0	Processed	PF00076;
PGOHUM00000241811	X	63652281	63654026	+	ENSP00000357430	1.0	0.856	0.0	Processed	PF00017;PF00640;
PGOHUM00000241813	X	63842942	63844452	+	ENSP00000404011	0.99	0.632	0.0	Processed	PF00038;
PGOHUM00000241814	X	64490792	64492901	+	ENSP00000377958	0.97	0.67	0.0	Duplicated	PF00118;
PGOHUM00000241815	X	64627957	64628544	+	ENSP00000417715	0.75	0.847	0.0	Processed	PF03920;
PGOHUM00000241816	X	64688966	64690261	+	ENSP00000250244	0.78	0.75	0.0	Duplicated	PF00928;
PGOHUM00000241820	X	65658001	65661351	+	ENSP00000243673	0.62	0.47	1.0E-21	Duplicated	PF00001;
PGOHUM00000241821	X	65717617	65719263	+	ENSP00000403265	0.89	0.739	0.0	Processed	PF00224;PF02887;
PGOHUM00000241822	X	66593255	66594929	+	ENSP00000418719	0.99	0.59	3.9937E-43	Duplicated	PF00096;PF01352;
PGOHUM00000241823	X	66752996	66753785	+	ENSP00000380446	0.98	0.631	2.0E-17	Processed	PF00076;
PGOHUM00000241827	X	67819941	67820315	+	ENSP00000264258	1.0	0.896	4.2039E-45	Processed	PF01198;
PGOHUM00000241828	X	67991165	67992421	+	ENSP00000263238	1.0	0.84	0.0	Processed	PF00022;
PGOHUM00000241829	X	68003315	68004909	+	ENSP00000360033	1.0	0.93	0.0	Duplicated	PF04774;
PGOHUM00000241831	X	69344264	69344764	+	ENSP00000354665	0.98	0.553	8.0E-18	Processed	PF00499;
PGOHUM00000241833	X	70182814	70183140	+	ENSP00000296674	0.76	0.991	0.0	Processed	PF00164;
PGOHUM00000241834	X	70572268	70572814	+	ENSP00000339467	0.96	0.717	0.0	Processed	PF00071;PF08477;
PGOHUM00000250076	X	71264395	71264739	+	ENSP00000348849	1.0	0.948	2.0E-37	Processed	PF01283;
PGOHUM00000241838	X	71379695	71380196	+	ENSP00000368350	1.0	0.884	0.0	Processed	PF00838;
PGOHUM00000241843	X	72442960	72443394	+	ENSP00000355566	1.0	0.931	0.0	Processed	PF02064;
PGOHUM00000241844	X	72494621	72495352	+	ENSP00000309503	1.0	0.776	0.0	Processed	PF00244;
PGOHUM00000241847	X	72989083	72990255	+	ENSP00000367893	1.0	0.931	0.0	Processed	PF00586;PF02769;
PGOHUM00000250077	X	73094903	73095467	+	ENSP00000260282	1.0	0.79	1.0E-13	Duplicated	PF02038;
PGOHUM00000241850	X	73289057	73289831	+	ENSP00000402835	0.96	0.704	0.0	Processed	PF07973;
PGOHUM00000241851	X	73325407	73327793	+	ENSP00000276893	1.0	0.868	0.0	Processed	PF00097;PF00240;PF00628;PF02182;
PGOHUM00000241852	X	73340847	73351760	+	ENSP00000336725	0.99	0.8	0.0	Duplicated	PF00270;PF00271;
PGOHUM00000241854	X	73422669	73424470	+	ENSP00000287263	1.0	0.685	0.0	Processed	PF00168;
PGOHUM00000241855	X	73629353	73629932	+	ENSP00000339095	1.0	0.902	0.0	Processed	PF01251;
PGOHUM00000241856	X	73989472	73989934	+	ENSP00000404206	0.95	0.474	1.0E-22	Processed	PF00560;
PGOHUM00000241857	X	74421293	74421619	+	ENSP00000222969	0.76	0.716	3.0E-40	Processed	PF01125;
PGOHUM00000241859	X	74604181	74604660	+	ENSP00000346027	1.0	0.938	0.0	Processed	PF01157;
PGOHUM00000241860	X	74802750	74804925	+	ENSP00000288602	0.94	0.877	0.0	Processed	PF00069;PF00130;PF02196;PF07714;
PGOHUM00000241861	X	75104381	75104973	+	ENSP00000362335	1.0	0.813	1.4013E-45	Processed	PF00025;PF08477;
PGOHUM00000241862	X	75249641	75250162	+	ENSP00000295087	0.99	0.904	0.0	Processed	PF00025;PF00071;PF08477;
PGOHUM00000241864	X	76594675	76601792	+	ENSP00000354774	1.0	0.73	7.0E-23	Duplicated	PF00622;
PGOHUM00000241866	X	78018655	78019393	+	ENSP00000339795	1.0	0.815	0.0	Processed	PF00327;PF08079;
