#Biotype
#   PSSD  - processed pseudogene
#   DUP    - duplicated pseudogene
#   FRAG  - ambiguous pseudogene
#
#Activity features
#    Tnx - transcription
#    Pol2 - polymerase 2 binding sites
#    AC - active chromatin
#    TF - transcription factor binding sites
#
#Activity test result:
#    0 - no activity feature
#    1 - the activity feature is present
#
#
#Pseudogene_id		Biotype	Parent_gene		Parent_transcript	Activity_features
ENST00000400977.2	PSSD	ENSG00000130348.7	ENST00000369046.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439139.1	PSSD	ENSG00000124614.9	ENST00000344700.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000434734.1	PSSD	ENSG00000029993.10	ENST00000325307.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000430565.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447560.1	PSSD	ENSG00000112290.8	ENST00000392589.1	Tnx_0:Pol2_0:AC_1:TF_0
ENSTR0000436474.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000405796.1	PSSD	ENSG00000196230.7	ENST00000396389.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433944.1	DUP	ENSG00000254834.2	ENST00000526812.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000494644.1	PSSD	ENSG00000121853.3	ENST00000241256.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417373.1	DUP	ENSG00000104974.6	ENST00000453777.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000392493.3	PSSD	ENSG00000143761.8	ENST00000272102.5	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000531247.1	PSSD	ENSG00000168795.4	ENST00000307750.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417893.1	PSSD	ENSG00000088205.7	ENST00000263239.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445936.1	PSSD	ENSG00000105708.7	ENST00000344099.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510773.1	PSSD	ENSG00000164405.5	ENST00000378670.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000509441.1	PSSD	ENSG00000065978.12	ENST00000321358.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412728.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000448024.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000405921.1	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000462726.1	PSSD	ENSG00000108298.4	ENST00000225430.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416294.1	PSSD	ENSG00000159199.7	ENST00000393366.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000404435.1	PSSD	ENSG00000074657.8	ENST00000336078.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000448043.1	DUP	ENSG00000242284.2	ENST00000370724.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000458108.1	PSSD	ENSG00000111057.5	ENST00000388835.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000438548.1	PSSD	ENSG00000198242.7	ENST00000422514.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000436798.1	DUP	ENSG00000178104.13	ENST00000369353.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000446875.1	PSSD	ENSG00000172239.9	ENST00000514514.1	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000528639.1	DUP	ENSG00000144015.4	ENST00000272395.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442894.1	PSSD	ENSG00000151233.5	ENST00000280876.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000504151.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000408001.1	PSSD	ENSG00000124614.9	ENST00000344700.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000420179.1	PSSD	ENSG00000163728.6	ENST00000412756.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000532005.1	PSSD	ENSG00000168148.3	ENST00000366696.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418544.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000406773.1	PSSD	ENSG00000043093.8	ENST00000292782.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416278.1	PSSD	ENSG00000174748.11	ENST00000307839.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000417455.1	PSSD	ENSG00000131236.10	ENST00000430361.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000424379.1	DUP	ENSG00000108582.4	ENST00000225719.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000522128.1	PSSD	ENSG00000173914.5	ENST00000525754.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000407190.1	PSSD	ENSG00000145425.5	ENST00000274065.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000416050.1	PSSD	ENSG00000089157.10	ENST00000228306.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000523210.1	IG_V_pseudogene	ENSG00000211965.2	ENST00000390625.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000529649.1	PSSD	ENSG00000138326.12	ENST00000440692.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000399739.2	PSSD	ENSG00000112306.7	ENST00000230050.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000543528.1	PSSD	ENSG00000105185.5	ENST00000221784.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000419980.1	PSSD	ENSG00000198918.6	ENST00000361575.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000488662.1	PSSD	ENSG00000149273.8	ENST00000531188.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000388829.3	PSSD	ENSG00000233276.2	ENST00000419783.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000526681.1	PSSD	ENSG00000125870.6	ENST00000246071.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000488019.1	PSSD	ENSG00000182552.10	ENST00000326397.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000417617.1	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000402340.2	PSSD	ENSG00000189132.5	ENST00000329357.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000517817.1	PSSD	ENSG00000188215.3	ENST00000324344.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432033.1	PSSD	ENSG00000147853.10	ENST00000381809.3	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000474557.1	PSSD	ENSG00000205581.6	ENST00000380749.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000528221.1	DUP	ENSG00000229924.2	ENST00000432515.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000442891.1	PSSD	ENSG00000086589.7	ENST00000199814.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000429526.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000515048.1	PSSD	ENSG00000169554.8	ENST00000392860.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000524504.1	DUP	ENSG00000181961.2	ENST00000314721.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000413490.1	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000485242.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000414760.1	PSSD	ENSG00000244687.3	ENST00000340309.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000405336.1	PSSD	ENSG00000136003.10	ENST00000431221.2	Tnx_0:Pol2_0:AC_1:TF_0
ENSTR0000527459.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000405809.1	PSSD	ENSG00000177565.10	ENST00000430069.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421208.1	PSSD	ENSG00000142541.10	ENST00000391857.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000427818.1	PSSD	ENSG00000167977.3	ENST00000301738.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000486743.1	PSSD	ENSG00000155380.7	ENST00000538576.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433457.2	DUP	ENSG00000189269.7	ENST00000317749.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000508710.1	PSSD	ENSG00000134007.2	ENST00000256389.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000533569.1	PSSD	ENSG00000154898.10	ENST00000425519.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447284.1	PSSD	ENSG00000196262.8	ENST00000468812.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421995.1	DUP	ENSG00000172288.6	ENST00000361963.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000421800.1	PSSD	ENSG00000161960.9	ENST00000293831.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000532878.1	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000450173.1	PSSD	ENSG00000185608.4	ENST00000333130.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000457066.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000449688.1	PSSD	ENSG00000148303.12	ENST00000323345.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000405418.1	PSSD	.	.	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000457012.1	PSSD	ENSG00000068078.12	ENST00000340107.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000401057.2	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000517841.1	PSSD	ENSG00000109084.8	ENST00000226230.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000507976.2	PSSD	ENSG00000147853.10	ENST00000381809.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000456608.1	PSSD	ENSG00000166734.11	ENST00000299957.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000403105.1	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000520730.1	PSSD	ENSG00000181061.9	ENST00000321331.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447235.1	PSSD	ENSG00000137285.7	ENST00000259818.6	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000438508.1	PSSD	ENSG00000205581.6	ENST00000361263.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000430516.1	PSSD	ENSG00000104131.7	ENST00000261868.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000538078.1	PSSD	ENSG00000196199.7	ENST00000414242.2	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000447059.1	DUP	ENSG00000064763.4	ENST00000182377.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000413550.1	DUP	ENSG00000114374.8	ENST00000338981.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000434597.1	PSSD	ENSG00000104756.10	ENST00000221200.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000403835.1	PSSD	ENSG00000181163.9	ENST00000296930.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000508046.1	PSSD	ENSG00000172757.7	ENST00000525451.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000434894.1	PSSD	ENSG00000116251.5	ENST00000234875.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000481111.1	PSSD	ENSG00000171858.11	ENST00000370562.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000418638.1	PSSD	ENSG00000189180.9	ENST00000374618.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000509930.1	PSSD	ENSG00000184752.7	ENST00000327772.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000505092.1	DUP	ENSG00000156096.8	ENST00000381096.3	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000514583.1	PSSD	ENSG00000151779.8	ENST00000441755.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000436794.1	PSSD	ENSG00000182004.8	ENST00000414487.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000517577.1	PSSD	ENSG00000167996.10	ENST00000273550.7	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000434851.1	PSSD	.	.	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000434461.1	DUP	ENSG00000117507.3	ENST00000236166.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455173.1	PSSD	ENSG00000109475.12	ENST00000394668.2	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000527162.1	PSSD	ENSG00000164919.4	ENST00000297564.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510851.1	DUP	ENSG00000230301.3	ENST00000383696.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000400348.2	PSSD	ENSG00000150527.10	ENST00000341502.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000454984.1	PSSD	ENSG00000173275.8	ENST00000339249.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000441868.1	PSSD	ENSG00000162959.8	ENST00000295065.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000509542.1	DUP	ENSG00000243135.1	ENST00000482026.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000502728.1	PSSD	ENSG00000088387.12	ENST00000376460.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447199.1	PSSD	ENSG00000090054.8	ENST00000337841.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000491689.1	PSSD	ENSG00000069764.3	ENST00000438167.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513087.1	PSSD	ENSG00000131469.7	ENST00000253788.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000476442.1	PSSD	ENSG00000108518.6	ENST00000225655.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438600.1	PSSD	ENSG00000147604.9	ENST00000396467.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000431037.1	DUP	.	.	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000416371.1	DUP	ENSG00000077800.7	ENST00000429879.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000524200.1	PSSD	ENSG00000176422.9	ENST00000338146.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000411913.1	PSSD	ENSG00000029993.10	ENST00000419110.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000441999.1	PSSD	ENSG00000099246.9	ENST00000356940.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000435341.1	PSSD	ENSG00000119335.11	ENST00000322030.8	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000546340.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000519039.1	PSSD	ENSG00000253506.1	ENST00000521764.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000513113.1	PSSD	ENSG00000120992.11	ENST00000316963.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449413.1	DUP	.	.	Tnx_0:Pol2_1:AC_0:TF_1
ENST00000412182.1	DUP	ENSG00000174156.7	ENST00000211122.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419001.1	DUP	ENSG00000101115.7	ENST00000395997.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419672.1	PSSD	ENSG00000205126.2	ENST00000378832.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421214.1	PSSD	ENSG00000166847.4	ENST00000300087.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000402702.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000406666.1	PSSD	ENSG00000108064.6	ENST00000487519.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000443279.1	PSSD	ENSG00000128272.10	ENST00000337304.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000456674.1	PSSD	ENSG00000186063.8	ENST00000340020.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000526389.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000420181.1	PSSD	ENSG00000100804.13	ENST00000334454.9	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000510247.1	PSSD	ENSG00000134545.9	ENST00000544822.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421815.1	PSSD	ENSG00000169251.6	ENST00000460469.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000511220.1	PSSD	ENSG00000106628.6	ENST00000406581.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000424651.1	PSSD	.	.	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000510266.1	PSSD	ENSG00000132475.3	ENST00000254810.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447718.1	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000420976.1	PSSD	ENSG00000115268.3	ENST00000233609.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000504812.1	PSSD	ENSG00000170421.5	ENST00000293308.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000515267.1	PSSD	ENSG00000223638.3	ENST00000434937.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000518404.1	PSSD	ENSG00000185651.10	ENST00000342192.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000445313.1	PSSD	ENSG00000176979.8	ENST00000341062.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000342688.4	PSSD	ENSG00000176261.10	ENST00000468695.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000503840.1	PSSD	ENSG00000163530.4	ENST00000478945.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000415779.1	DUP	ENSG00000157502.8	ENST00000337685.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000426192.1	PSSD	ENSG00000228567.2	ENST00000311170.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000419731.1	PSSD	ENSG00000119801.8	ENST00000261353.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000433802.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000472867.1	DUP	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000523951.1	IG_V_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000423978.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000493920.1	PSSD	ENSG00000168894.5	ENST00000441634.1	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000441743.1	PSSD	ENSG00000169016.12	ENST00000381525.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000448560.1	PSSD	ENSG00000172115.4	ENST00000305786.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000424919.1	PSSD	ENSG00000108298.4	ENST00000225430.4	Tnx_1:Pol2_0:AC_0:TF_1
ENST00000511702.1	PSSD	ENSG00000146223.9	ENST00000304734.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000402154.1	PSSD	ENSG00000006042.5	ENST00000261713.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000475149.1	PSSD	ENSG00000197958.8	ENST00000361436.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000418455.1	DUP	ENSG00000114374.8	ENST00000338981.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000461396.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000341855.4	PSSD	ENSG00000136231.8	ENST00000258729.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000465006.1	PSSD	ENSG00000108298.4	ENST00000225430.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000518851.1	PSSD	ENSG00000003509.11	ENST00000002125.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000513136.1	PSSD	ENSG00000117000.6	ENST00000372771.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000515236.1	PSSD	ENSG00000100764.8	ENST00000261303.7	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000412004.1	PSSD	ENSG00000137818.6	ENST00000260379.5	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000417358.1	PSSD	ENSG00000153989.7	ENST00000368494.3	Tnx_0:Pol2_1:AC_1:TF_1
ENST00000455621.1	PSSD	ENSG00000164587.7	ENST00000401695.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000469219.1	PSSD	ENSG00000105640.6	ENST00000222247.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000514799.1	PSSD	ENSG00000119335.11	ENST00000372692.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419844.1	PSSD	ENSG00000113068.5	ENST00000261813.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000526217.1	DUP	ENSG00000184166.1	ENST00000331459.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000509651.1	PSSD	ENSG00000053501.7	ENST00000263897.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000455244.1	PSSD	ENSG00000099194.4	ENST00000370355.2	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000478867.1	PSSD	ENSG00000175826.6	ENST00000318988.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000418670.1	PSSD	ENSG00000164022.11	ENST00000442366.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000525394.1	DUP	ENSG00000176540.3	ENST00000319813.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000340681.3	PSSD	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000421957.1	DUP	ENSG00000090020.5	ENST00000263980.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000488906.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_0:Pol2_0:AC_1:TF_1
ENST00000441690.1	PSSD	ENSG00000125691.7	ENST00000479035.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000467217.1	PSSD	ENSG00000241343.2	ENST00000427805.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439197.1	PSSD	ENSG00000213741.3	ENST00000396020.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000524828.1	PSSD	ENSG00000117154.6	ENST00000251296.1	Tnx_1:Pol2_1:AC_1:TF_1
ENST00000530817.1	PSSD	ENSG00000149823.3	ENST00000279281.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000432400.1	DUP	ENSG00000244482.3	ENST00000245621.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000477964.1	PSSD	ENSG00000108298.4	ENST00000225430.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000496846.1	PSSD	ENSG00000087191.7	ENST00000310144.5	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000527837.1	PSSD	ENSG00000181061.9	ENST00000321331.7	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000461344.1	unitary_pseudogene	.	.	Tnx_0:Pol2_1:AC_0:TF_0
ENST00000391712.2	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000524281.1	IG_V_pseudogene	ENSG00000255718.1	ENST00000411420.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000435496.1	PSSD	ENSG00000130707.11	ENST00000334909.3	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000448052.1	PSSD	ENSG00000100348.5	ENST00000216185.2	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000441047.1	PSSD	ENSG00000140988.8	ENST00000343262.3	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000502460.1	DUP	ENSG00000077809.7	ENST00000324896.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000473094.1	PSSD	ENSG00000197728.4	ENST00000356464.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426801.1	DUP	ENSG00000144283.15	ENST00000389757.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422915.1	PSSD	ENSG00000174748.11	ENST00000307839.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000454916.1	PSSD	ENSG00000116251.5	ENST00000234875.4	Tnx_1:Pol2_0:AC_1:TF_0
ENST00000421856.1	PSSD	ENSG00000164284.10	ENST00000329271.3	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000454917.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000438175.1	PSSD	ENSG00000154330.6	ENST00000377314.1	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000497954.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000439056.1	PSSD	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426110.1	DUP	ENSG00000153107.7	ENST00000341068.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000447818.2	PSSD	ENSG00000159399.4	ENST00000290573.2	Tnx_1:Pol2_0:AC_0:TF_0
ENST00000443754.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000422172.1	PSSD	ENSG00000078061.7	ENST00000377045.4	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000419538.1	PSSD	ENSG00000106976.12	ENST00000341179.7	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000411545.2	PSSD	ENSG00000129968.9	ENST00000292577.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439389.1	DUP	ENSG00000213401.4	ENST00000357916.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000427885.1	PSSD	ENSG00000146066.2	ENST00000274787.2	Tnx_1:Pol2_0:AC_1:TF_1
ENST00000504093.1	PSSD	ENSG00000103121.3	ENST00000219400.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000529267.1	PSSD	ENSG00000139985.4	ENST00000267499.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000421072.1	PSSD	ENSG00000176731.7	ENST00000417663.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000486547.1	unitary_pseudogene	.	.	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000426703.1	unitary_pseudogene	ENSG00000228567.2	ENST00000311170.4	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000506124.1	PSSD	ENSG00000143374.8	ENST00000369053.3	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000426289.1	PSSD	ENSG00000131174.4	ENST00000481445.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000414680.1	PSSD	ENSG00000182899.10	ENST00000464167.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000439130.1	PSSD	ENSG00000122026.6	ENST00000311549.6	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000465434.1	PSSD	ENSG00000162244.5	ENST00000466397.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000526107.1	PSSD	ENSG00000150712.6	ENST00000280285.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000519599.1	IG_V_pseudogene	ENSG00000244437.1	ENST00000390252.2	Tnx_0:Pol2_0:AC_0:TF_0
ENST00000416478.1	DUP	ENSG00000165762.2	ENST00000298642.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000448440.1	PSSD	ENSG00000115091.4	ENST00000263238.2	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000429528.1	PSSD	ENSG00000091164.7	ENST00000217515.5	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000449593.1	PSSD	ENSG00000071082.5	ENST00000409711.1	Tnx_0:Pol2_0:AC_1:TF_0
ENST00000428866.1	DUP	.	.	Tnx_0:Pol2_0:AC_1:TF_0
